"Date","Hour","Total (MWh)","Wind (MWh)","Geothermal (MWh)","Dammed Hydro With Reservoir (MWh)","Canal Type (MWh)","Run-of-River (MWh)","Land Fill Gas (MWh)","Biogas (MWh)","Sun (MWh)","Biomass (MWh)","Others (MWh)"
"10/06/2017","02:00","5,821.35","1,361.81","558.14","371.62","2,310.17","122.35","34.32","71.72","0.00","101.86","889.36"
"10/06/2017","03:00","5,598.60","1,509.53","565.35","276.94","2,115.64","125.12","34.29","71.90","0.00","102.20","797.63"
"10/06/2017","04:00","5,562.63","1,518.46","567.65","260.46","2,111.90","117.80","34.67","72.43","0.00","99.93","779.33"
"10/06/2017","05:00","5,582.65","1,491.28","570.95","315.01","2,108.88","116.47","30.82","72.09","0.11","100.80","776.24"
"10/06/2017","06:00","5,524.73","1,453.08","567.65","315.30","2,132.94","123.08","30.16","72.56","1.49","102.34","726.13"
"10/06/2017","07:00","5,497.42","1,312.33","557.99","311.70","2,177.60","117.28","32.28","70.77","4.28","95.88","817.31"
"10/06/2017","08:00","6,027.34","1,306.87","546.34","323.04","2,311.95","120.31","33.20","70.08","7.18","96.45","1,211.92"
"10/06/2017","09:00","6,387.49","1,199.44","530.58","472.99","2,475.47","127.82","32.98","71.41","9.23","91.20","1,376.37"
"10/06/2017","10:00","6,841.55","1,270.50","522.84","482.22","2,577.79","127.50","36.10","70.92","11.15","93.79","1,648.74"
"10/06/2017","11:00","6,389.23","1,276.05","518.95","368.93","2,543.89","126.13","35.64","70.89","11.75","98.01","1,338.99"
"10/06/2017","12:00","6,178.36","1,277.70","514.07","388.23","2,476.06","121.32","33.60","73.48","11.43","99.35","1,183.12"
"10/06/2017","13:00","5,997.44","1,182.73","509.53","373.85","2,477.79","121.33","34.00","73.19","10.58","100.93","1,113.51"
"10/06/2017","14:00","5,806.94","1,103.40","505.84","394.78","2,356.02","132.33","33.49","72.61","9.88","97.86","1,100.73"
"10/06/2017","15:00","6,054.00","1,124.61","503.04","381.05","2,513.14","137.04","34.06","73.16","9.05","94.56","1,184.29"
"10/06/2017","16:00","5,976.46","1,159.65","501.58","381.78","2,578.12","137.85","33.69","72.41","6.27","94.58","1,010.53"
"10/06/2017","17:00","6,483.62","1,310.99","499.49","320.85","2,710.16","132.10","33.80","71.94","3.41","96.63","1,304.25"
"10/06/2017","18:00","6,362.66","1,455.77","499.46","310.05","2,693.88","131.60","35.42","73.25","0.71","93.80","1,068.72"
"10/06/2017","19:00","6,521.81","1,515.25","505.95","309.67","2,801.22","132.00","32.44","73.01","0.00","100.62","1,051.65"
"10/06/2017","20:00","6,538.97","1,625.56","516.57","335.76","2,752.89","144.15","35.98","72.45","0.00","92.71","962.90"
"10/06/2017","21:00","6,412.55","1,551.58","520.37","383.12","2,764.75","136.11","35.26","72.15","0.00","94.87","854.34"
"10/06/2017","22:00","6,259.23","1,501.56","532.59","313.10","2,671.73","131.97","33.21","72.11","0.00","96.27","906.69"
"10/06/2017","23:00","6,189.63","1,398.45","538.83","319.40","2,602.66","136.43","35.47","72.60","0.00","94.07","991.72"
"11/06/2017","00:00","6,705.14","1,329.41","544.12","512.55","2,682.38","127.29","34.58","72.63","0.00","98.97","1,303.21"
"11/06/2017","01:00","6,979.62","1,289.08","550.91","579.30","2,700.56","123.58","34.08","71.90","0.00","96.92","1,533.29"
"11/06/2017","02:00","6,908.07","1,347.04","558.52","631.50","2,602.98","136.68","33.44","72.07","0.00","98.53","1,427.31"
"11/06/2017","03:00","6,898.74","1,358.27","558.83","548.81","2,482.73","134.30","34.12","71.85","0.00","102.69","1,607.14"
"11/06/2017","04:00","6,684.77","1,415.83","566.24","479.96","2,456.66","131.97","33.87","72.30","0.00","106.01","1,421.93"
"11/06/2017","05:00","6,088.28","1,359.71","571.42","365.34","2,372.41","118.78","33.30","72.69","0.14","102.47","1,092.02"
"11/06/2017","06:00","5,775.69","1,317.47","571.69","329.70","2,245.29","117.43","34.78","72.96","1.25","101.70","983.42"
"11/06/2017","07:00","5,691.24","1,155.80","562.27","402.48","2,207.59","122.26","34.90","71.29","4.46","104.27","1,025.92"
"11/06/2017","08:00","5,765.34","1,142.71","541.85","388.05","2,296.33","106.80","30.61","71.28","7.68","99.12","1,080.91"
"11/06/2017","09:00","6,078.98","1,214.93","528.34","421.30","2,345.40","108.46","35.43","66.26","9.69","97.58","1,251.59"
"11/06/2017","10:00","6,679.24","1,382.25","519.11","469.53","2,474.83","98.81","37.40","67.73","11.05","98.54","1,519.99"
"11/06/2017","11:00","6,866.08","1,466.91","508.12","449.78","2,560.00","106.41","36.52","69.33","11.94","97.94","1,559.13"
"11/06/2017","12:00","6,610.38","1,646.24","491.64","396.68","2,503.64","131.46","35.68","68.99","12.08","96.96","1,227.01"
"11/06/2017","13:00","6,831.44","1,868.55","473.38","404.54","2,431.57","127.91","32.55","69.64","11.60","100.42","1,311.28"
"11/06/2017","14:00","6,885.04","2,049.55","468.36","447.03","2,372.51","119.62","34.88","69.84","10.59","99.62","1,213.04"
"11/06/2017","15:00","7,299.09","2,271.03","470.39","459.17","2,379.71","124.96","35.68","72.77","8.96","99.79","1,376.63"
"11/06/2017","16:00","7,541.76","2,450.36","481.22","455.56","2,499.38","119.58","35.11","73.43","6.62","95.12","1,325.38"
"11/06/2017","17:00","7,492.08","2,622.90","485.94","451.08","2,468.53","110.89","35.60","72.67","3.43","96.20","1,144.84"
"11/06/2017","18:00","7,988.67","2,727.99","486.91","530.10","2,522.18","126.34","36.60","72.85","0.81","102.21","1,382.68"
"11/06/2017","19:00","8,454.78","2,798.25","492.12","527.20","2,592.15","128.83","36.38","72.65","0.03","102.37","1,704.80"
"11/06/2017","20:00","7,913.08","2,855.53","505.77","463.42","2,520.56","124.97","34.69","72.23","0.00","93.09","1,242.82"
"11/06/2017","21:00","7,836.58","2,875.83","514.08","462.51","2,469.66","120.71","33.60","72.57","0.00","102.85","1,184.77"
"11/06/2017","22:00","7,880.93","2,935.32","521.65","461.50","2,430.80","112.00","36.19","72.20","0.00","99.62","1,211.65"
"11/06/2017","23:00","7,633.73","2,832.45","529.23","451.06","2,388.33","122.86","35.31","72.05","0.00","101.22","1,101.22"
"12/06/2017","00:00","7,935.18","2,860.59","534.23","397.90","2,267.71","126.50","34.44","73.28","0.00","98.95","1,541.58"
"12/06/2017","01:00","7,967.29","2,730.46","542.17","455.06","2,309.06","123.36","33.81","73.37","0.00","99.34","1,600.66"
"12/06/2017","02:00","7,814.16","2,659.71","543.66","474.94","2,293.42","121.72","33.48","73.44","0.00","100.40","1,513.39"
"12/06/2017","03:00","7,654.52","2,619.33","548.91","357.17","2,109.71","115.60","32.99","68.49","0.00","97.17","1,705.15"
"12/06/2017","04:00","7,425.71","2,640.82","552.71","298.40","2,121.41","114.05","33.49","70.09","0.00","97.63","1,497.11"
"12/06/2017","05:00","7,072.29","2,540.44","552.57","256.61","2,048.95","124.92","33.42","73.61","0.13","97.85","1,343.79"
"12/06/2017","06:00","6,962.81","2,616.51","558.07","196.52","2,060.75","124.07","33.15","72.83","1.59","99.73","1,199.59"
"12/06/2017","07:00","7,029.77","2,600.15","547.54","282.85","2,090.39","124.85","33.65","71.50","4.48","97.80","1,176.56"
"12/06/2017","08:00","7,454.95","2,691.72","538.60","329.70","2,257.89","120.45","35.13","71.11","7.27","83.93","1,319.15"
"12/06/2017","09:00","7,907.12","2,743.20","523.48","373.40","2,267.95","115.51","36.08","69.47","8.93","91.74","1,677.36"
"12/06/2017","10:00","8,502.23","2,750.33","512.89","435.37","2,468.93","117.66","33.85","70.94","10.24","99.37","2,002.65"
"12/06/2017","11:00","8,365.45","2,724.77","502.41","437.22","2,433.58","124.22","32.20","70.70","11.06","97.66","1,931.63"
"12/06/2017","12:00","8,147.28","2,767.56","488.61","407.16","2,335.19","128.02","31.73","66.32","10.88","98.52","1,813.29"
"12/06/2017","13:00","8,279.76","2,771.27","480.17","408.68","2,363.19","115.65","29.80","68.82","9.95","97.27","1,934.96"
"12/06/2017","14:00","8,515.96","2,872.86","477.25","470.73","2,371.94","115.43","30.64","69.26","10.18","96.14","2,001.53"
"12/06/2017","15:00","8,359.03","2,892.26","486.65","441.54","2,328.96","108.63","30.83","70.07","9.36","101.21","1,889.52"
"12/06/2017","16:00","8,382.59","2,968.03","476.71","378.64","2,368.22","112.55","30.62","75.21","6.05","101.72","1,864.84"
"12/06/2017","17:00","8,346.60","3,021.83","489.55","378.08","2,332.61","118.15","34.06","73.90","2.80","103.78","1,791.84"
"12/06/2017","18:00","8,167.04","3,011.95","523.27","375.19","2,279.31","118.83","31.69","75.34","0.74","96.30","1,654.42"
"12/06/2017","19:00","8,278.81","2,928.66","526.73","371.83","2,423.60","124.43","36.81","75.31","0.05","97.15","1,694.24"
"12/06/2017","20:00","8,288.63","2,794.25","534.96","375.26","2,476.95","122.83","35.86","74.86","0.00","98.49","1,775.17"
"12/06/2017","21:00","7,584.45","2,482.39","535.42","369.68","2,342.28","114.45","36.39","74.98","0.00","99.30","1,529.56"
"12/06/2017","22:00","7,225.95","2,234.35","534.23","369.85","2,308.55","104.38","36.10","74.74","0.00","96.07","1,467.68"
"12/06/2017","23:00","7,111.16","2,034.25","541.87","371.61","2,305.59","120.22","31.00","75.31","0.00","100.73","1,530.58"
"13/06/2017","00:00","6,455.41","1,920.54","546.53","294.22","2,174.13","109.23","31.65","74.96","0.00","101.53","1,202.62"
"13/06/2017","01:00","6,858.13","1,731.72","550.11","304.40","2,180.26","109.25","31.11","74.33","0.00","101.34","1,775.61"
"13/06/2017","02:00","6,709.62","1,741.38","548.03","299.01","2,162.02","111.16","31.10","74.20","0.00","102.45","1,640.27"
"13/06/2017","03:00","6,073.02","1,809.63","546.91","224.46","2,026.29","105.19","34.30","74.36","0.00","104.98","1,146.90"
"13/06/2017","04:00","5,963.50","1,738.83","550.74","267.88","1,957.42","105.87","33.60","74.39","0.00","99.24","1,135.53"
"13/06/2017","05:00","6,138.61","1,650.86","563.01","258.78","2,041.35","105.64","33.32","73.56","0.09","101.23","1,310.77"
"13/06/2017","06:00","5,790.26","1,550.23","562.59","257.69","1,995.55","102.13","34.57","74.14","1.21","100.89","1,111.26"
"13/06/2017","07:00","5,751.82","1,394.17","558.45","269.41","1,997.53","111.28","34.89","73.48","4.27","98.53","1,209.81"
"13/06/2017","08:00","6,687.57","1,246.57","530.95","327.46","2,223.38","112.38","34.36","71.63","6.74","101.48","2,032.62"
"13/06/2017","09:00","6,390.50","1,169.82","518.51","374.02","2,252.49","109.37","37.08","69.83","9.97","99.72","1,749.69"
"13/06/2017","10:00","6,398.05","1,162.19","506.07","367.09","2,230.86","110.05","34.86","69.52","10.97","98.87","1,807.57"
"13/06/2017","11:00","6,313.09","1,098.75","493.41","441.94","2,230.85","110.70","32.82","70.49","11.19","99.96","1,722.98"
"13/06/2017","12:00","6,257.58","1,227.08","485.30","436.26","2,169.24","103.81","32.42","71.44","12.27","101.39","1,618.37"
"13/06/2017","13:00","6,661.14","1,477.58","475.23","406.32","2,193.67","98.55","31.40","72.59","11.78","100.09","1,793.93"
"13/06/2017","14:00","6,923.29","1,835.41","465.58","489.90","2,116.49","107.09","31.75","71.95","10.71","102.30","1,692.11"
"13/06/2017","15:00","7,097.58","2,132.54","466.58","451.94","2,088.47","118.90","28.87","72.66","8.81","105.85","1,622.96"
"13/06/2017","16:00","7,175.76","2,211.33","472.42","376.03","2,126.80","123.94","31.90","73.10","6.28","100.85","1,653.11"
"13/06/2017","17:00","7,003.55","2,210.03","499.95","407.28","2,151.39","122.25","32.50","73.47","3.37","97.36","1,405.95"
"13/06/2017","18:00","6,641.14","1,961.24","529.38","406.09","2,197.41","120.85","34.36","72.66","0.82","100.35","1,217.98"
"13/06/2017","19:00","6,370.52","1,685.91","512.62","400.99","2,199.98","121.31","34.05","72.55","0.02","103.71","1,239.38"
"13/06/2017","20:00","6,413.31","1,635.39","553.36","340.73","2,206.69","124.36","31.70","72.12","0.00","100.81","1,348.15"
"13/06/2017","21:00","6,024.11","1,439.31","559.22","335.10","2,153.74","117.46","33.60","72.31","0.00","100.42","1,212.95"
"13/06/2017","22:00","5,909.18","1,329.98","551.29","332.97","2,158.86","116.39","34.39","72.21","0.00","100.54","1,212.55"
"13/06/2017","23:00","5,647.08","1,201.33","556.40","333.43","2,079.62","120.38","15.40","72.20","0.00","101.06","1,167.26"
"14/06/2017","00:00","5,664.52","1,187.70","550.39","334.05","2,026.88","113.04","32.81","71.48","0.00","105.55","1,242.62"
"14/06/2017","01:00","5,611.64","1,119.15","558.91","442.62","2,066.69","113.34","32.65","71.47","0.00","106.87","1,099.94"
"14/06/2017","02:00","5,813.52","1,198.92","566.71","460.44","2,021.26","120.57","33.25","70.65","0.00","107.87","1,233.85"
"14/06/2017","03:00","5,630.71","1,264.26","576.78","288.92","1,999.05","119.34","31.43","72.25","0.00","108.02","1,170.66"
"14/06/2017","04:00","5,118.78","1,195.20","576.86","286.72","1,870.85","112.75","32.10","72.91","0.00","101.46","869.93"
"14/06/2017","05:00","5,060.99","1,243.92","579.09","264.31","1,828.94","106.99","31.23","70.45","0.35","103.20","832.51"
"14/06/2017","06:00","5,005.48","1,185.47","579.76","266.67","1,822.67","99.71","31.51","71.98","1.05","110.19","836.47"
"14/06/2017","07:00","4,939.94","1,005.87","572.22","283.95","1,915.25","108.54","32.99","70.93","3.23","100.54","846.42"
"14/06/2017","08:00","5,648.43","878.53","558.06","297.14","2,066.47","119.87","32.63","71.57","4.55","101.72","1,517.89"
"14/06/2017","09:00","5,779.84","832.44","551.28","443.45","2,121.90","116.46","32.51","71.39","8.29","102.12","1,500.00"
"14/06/2017","10:00","5,656.36","857.69","535.60","435.33","2,079.88","112.73","30.85","71.22","7.29","100.15","1,425.62"
"14/06/2017","11:00","5,547.04","999.29","518.34","434.48","2,115.89","116.55","31.67","70.58","7.14","99.55","1,153.55"
"14/06/2017","12:00","5,438.85","1,233.02","505.94","302.10","2,033.98","115.56","36.60","71.49","7.09","98.76","1,034.31"
"14/06/2017","13:00","5,743.59","1,369.27","486.51","395.29","1,996.75","111.14","33.84","72.16","8.18","102.36","1,168.09"
"14/06/2017","14:00","5,911.38","1,751.09","475.70","291.98","1,992.08","115.58","32.88","72.77","6.60","102.31","1,070.39"
"14/06/2017","15:00","6,011.70","1,990.71","471.45","277.97","1,950.15","117.09","34.96","72.97","3.15","105.20","988.05"
"14/06/2017","16:00","5,923.67","1,854.74","471.08","284.10","1,991.33","115.08","32.82","72.54","2.43","101.28","998.27"
"14/06/2017","17:00","6,040.16","1,863.87","473.28","277.51","2,101.14","114.27","32.18","72.33","0.51","100.05","1,005.02"
"14/06/2017","18:00","5,999.37","1,843.81","475.07","268.51","2,140.91","110.18","34.82","73.63","0.34","106.52","945.58"
"14/06/2017","19:00","6,143.11","1,622.52","479.17","333.47","2,309.98","113.17","34.65","72.91","1.01","104.10","1,072.13"
"14/06/2017","20:00","6,306.41","1,583.05","493.56","378.35","2,384.57","110.04","35.60","68.50","0.00","107.07","1,145.67"
"14/06/2017","21:00","5,781.10","1,480.25","505.52","289.88","2,351.46","112.88","36.37","68.48","0.00","104.35","831.91"
"14/06/2017","22:00","5,758.82","1,288.37","512.82","305.74","2,382.04","120.99","36.76","68.24","0.00","102.24","941.62"
"14/06/2017","23:00","5,716.97","1,123.58","517.74","366.42","2,362.25","124.07","35.12","71.89","0.00","104.82","1,011.08"
"15/06/2017","00:00","5,295.68","1,033.80","529.53","296.67","2,214.87","104.48","33.69","71.66","0.00","99.06","911.92"
"15/06/2017","01:00","5,453.92","1,015.94","537.63","387.50","2,275.11","111.39","33.18","71.60","0.00","100.16","921.41"
"15/06/2017","02:00","5,279.79","1,095.28","542.99","289.50","2,160.82","116.74","32.46","71.92","0.00","99.15","870.93"
"15/06/2017","03:00","5,208.08","1,177.35","548.75","255.82","2,135.23","120.40","33.35","69.85","0.00","102.43","764.90"
"15/06/2017","04:00","5,289.86","1,256.72","552.77","258.77","2,154.15","117.57","34.51","69.62","0.00","83.84","761.91"
"15/06/2017","05:00","5,287.85","1,241.24","553.69","243.97","2,179.00","113.46","33.61","69.57","0.16","96.89","756.26"
"15/06/2017","06:00","5,273.18","1,162.30","555.19","240.98","2,258.69","113.28","34.70","71.18","0.74","106.72","729.40"
"15/06/2017","07:00","5,428.79","1,072.22","549.25","242.37","2,433.54","126.97","34.21","71.69","3.99","111.23","783.32"
"15/06/2017","08:00","5,754.59","818.36","524.78","338.16","2,458.55","131.11","33.96","72.18","6.93","112.97","1,257.59"
"15/06/2017","09:00","5,707.95","649.16","516.65","425.94","2,552.96","124.51","35.00","72.37","9.14","111.34","1,210.88"
"15/06/2017","10:00","5,607.94","513.14","488.93","431.75","2,512.74","137.72","34.10","72.62","11.07","112.51","1,293.36"
"15/06/2017","11:00","5,546.43","453.40","474.14","449.36","2,491.68","124.10","35.68","71.06","12.21","111.31","1,323.49"
"15/06/2017","12:00","5,033.07","483.29","469.64","354.77","2,299.41","105.06","36.06","71.31","11.88","118.34","1,083.31"
"15/06/2017","13:00","5,117.53","533.78","459.95","314.90","2,405.75","102.76","32.71","71.80","12.03","116.01","1,067.84"
"15/06/2017","14:00","5,701.20","637.05","464.03","428.39","2,557.64","113.02","32.57","71.60","9.85","112.61","1,274.44"
"15/06/2017","15:00","5,437.49","819.87","458.99","346.86","2,400.96","120.88","34.62","71.76","7.14","115.09","1,061.32"
"15/06/2017","16:00","5,566.60","943.30","460.09","350.59","2,483.92","121.93","35.04","71.39","5.18","112.37","982.79"
"15/06/2017","17:00","6,222.66","1,268.81","465.07","394.42","2,570.37","125.70","33.85","70.14","3.51","113.10","1,177.69"
"15/06/2017","18:00","6,205.78","1,616.80","463.57","323.92","2,497.35","119.66","30.90","70.07","0.81","118.51","964.19"
"15/06/2017","19:00","6,271.11","1,803.61","480.11","321.17","2,360.12","117.15","35.11","70.01","0.02","115.39","968.42"
"15/06/2017","20:00","6,143.15","1,825.78","494.93","292.13","2,376.41","113.09","35.70","69.56","0.00","113.95","821.60"
"15/06/2017","21:00","6,082.22","1,748.37","505.36","289.02","2,333.29","120.38","35.41","70.94","0.00","117.50","861.95"
"15/06/2017","22:00","6,256.38","1,770.55","513.38","330.55","2,343.74","119.76","36.21","70.33","0.00","116.15","955.71"
"15/06/2017","23:00","6,875.48","1,693.96","521.13","439.92","2,495.30","138.05","34.99","71.10","0.00","112.62","1,368.41"
"16/06/2017","00:00","6,893.66","1,578.33","527.19","441.73","2,533.41","126.12","35.36","70.73","0.00","111.55","1,469.24"
"16/06/2017","01:00","6,445.80","1,426.25","531.36","442.27","2,463.59","124.84","35.49","71.12","0.00","111.50","1,239.38"
"16/06/2017","02:00","6,278.51","1,372.59","536.38","482.06","2,393.53","126.18","34.68","71.43","0.00","109.32","1,152.34"
"16/06/2017","03:00","5,903.16","1,353.65","541.37","372.06","2,292.75","118.90","34.57","71.59","0.00","113.19","1,005.08"
"16/06/2017","04:00","5,968.35","1,294.19","542.85","397.31","2,240.51","114.97","34.16","71.38","0.00","112.99","1,159.99"
"16/06/2017","05:00","6,298.00","1,260.20","547.12","383.19","2,293.70","123.55","33.41","72.00","0.23","103.93","1,480.67"
"16/06/2017","06:00","5,714.37","1,160.39","547.62","326.45","2,224.38","119.75","33.11","70.87","1.71","109.84","1,120.25"
